STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,37.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2015,,155,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TK,Tokelau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2015,,15.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2017,,582,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2017,,35.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2017,,87.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2019,,1454,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2019,,30.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2011,,56.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2012,,53.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2013,,2672,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2013,,1527,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2013,,41.88,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2013,,39.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2013,,198,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2015,,198,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2013,,13.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,16.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2013,,5970,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2013,,758,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2015,,234,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,32.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2015,,10126,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,10783,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2015,,5596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2019,,5054,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,49.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2019,,55.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2015,,47.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2019,,48.88,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2015,,47.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2019,,55.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2015,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2015,,172,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2016,,2914,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2018,,2982,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2021,,2178,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2016,,44,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2018,,59,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2021,,51,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2016,,32.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2018,,68.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2017,,11,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2017,,6.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2017,,461,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,65,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2019,,103,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2019,,23174,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,43.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2019,,83.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2011,,42.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2019,,37.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2012,,29154,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2012,,6882,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2013,,36.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2013,,41,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2013,,3828,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2015,,161,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2015,,17,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2019,,63,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,10226,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2019,,10967,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2015,,47.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2019,,49.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2015,,45.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2019,,43.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2015,,43.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2019,,28.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2015,,548,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2017,,466,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2016,,2872,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2018,,2920,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2021,,2136,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2016,,582,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2018,,803,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2021,,371,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2016,,71,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2018,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2021,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2016,,15,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2018,,52,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2016,,28.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2018,,29.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2021,,21.68,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2016,,28.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2018,,30.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2021,,21.94,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2016,,24.17,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2018,,27.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2021,,15.51,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2017,,11,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2017,,6.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PWD,Persons without disability,2017,,279,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2019,,46.01,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2019,,43.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,87.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2011,,972,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2019,,620,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2011,,40.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2019,,42.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2013,,25.96,,PERCENT,percent,,,,,,,,,,
