DATAFLOW,FREQ,TIME_PERIOD,GEO_PICT,INDICATOR,RANGE,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DATA_SOURCE,OBS_COMMENT
SPC:DF_POP_COAST(2.0),A,2017,AS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,AS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,AS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,AS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,AS,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2010 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,CK,COASTALPOPAF,5KM,17023,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,CK,COASTALPOPAF,5KM,17502,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,CK,COASTALPOPAF,5KM,17709,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,CK,COASTALPOPAF,5KM,17655,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,CK,COASTALPOPAF,5KM,17578,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,CK,COASTALPOPAF,5KM,17493,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,CK,COASTALPOPAF,5KM,17378,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,CK,COASTALPOPAF,5KM,17095,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,CK,COASTALPOPAF,5KM,16636,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,CK,COASTALPOPAF,5KM,16177,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,CK,COASTALPOPAF,5KM,15692,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,CK,COASTALPOPAF,5KM,15228,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,NU,COASTALPOPRF,1KM,25,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,KI,COASTALPOPAF,1KM,108736,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,KI,COASTALPOPAF,1KM,110683,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,KI,COASTALPOPAF,1KM,112323,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,KI,COASTALPOPAF,1KM,113875,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,KI,COASTALPOPAF,1KM,115359,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,KI,COASTALPOPAF,1KM,116849,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,KI,COASTALPOPAF,1KM,118514,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,KI,COASTALPOPAF,1KM,120303,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,KI,COASTALPOPAF,1KM,122119,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,KI,COASTALPOPAF,1KM,123960,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,KI,COASTALPOPAF,1KM,126132,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,KI,COASTALPOPAF,1KM,128411,N,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2011,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2012,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2013,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2014,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2015,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2016,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2017,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2018,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2019,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2020,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2021,PF,COASTALPOPRF,10KM,100,PERCENT,,E,,Percentage of coastal population based on 2012 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2010,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,MH,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,CK,COASTALPOPAF,10KM,17023,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2011,CK,COASTALPOPAF,10KM,17502,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2012,CK,COASTALPOPAF,10KM,17709,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2013,CK,COASTALPOPAF,10KM,17655,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2014,CK,COASTALPOPAF,10KM,17578,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2015,CK,COASTALPOPAF,10KM,17493,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2016,CK,COASTALPOPAF,10KM,17378,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2017,CK,COASTALPOPAF,10KM,17095,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2018,CK,COASTALPOPAF,10KM,16636,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2019,CK,COASTALPOPAF,10KM,16177,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2020,CK,COASTALPOPAF,10KM,15692,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2021,CK,COASTALPOPAF,10KM,15228,N,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A,2010,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2011,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2012,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2013,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2014,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2015,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2016,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2017,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2018,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2019,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2020,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2021,_TXPNG,COASTALPOPRF,5KM,90,PERCENT,,E,,
SPC:DF_POP_COAST(2.0),A,2010,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2011,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2012,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2013,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2014,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2015,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2016,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2017,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2018,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2019,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2020,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2021,NR,COASTALPOPRF,1KM,93,PERCENT,,E,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A,2010,_T,COASTALPOPAF,5KM,4433000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2011,_T,COASTALPOPAF,5KM,4514000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2012,_T,COASTALPOPAF,5KM,4595000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2013,_T,COASTALPOPAF,5KM,4675000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2014,_T,COASTALPOPAF,5KM,4754000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2015,_T,COASTALPOPAF,5KM,4831000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2016,_T,COASTALPOPAF,5KM,4905000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2017,_T,COASTALPOPAF,5KM,4980000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2018,_T,COASTALPOPAF,5KM,5052000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2019,_T,COASTALPOPAF,5KM,5119000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2020,_T,COASTALPOPAF,5KM,5187000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2021,_T,COASTALPOPAF,5KM,5258000,N,,E,,
SPC:DF_POP_COAST(2.0),A,2010,GU,COASTALPOPAF,_T,166559,N,,E,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A,2011,GU,COASTALPOPAF,_T,166567,N,,E,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A,2012,GU,COASTALPOPAF,_T,166360,N,,E,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A,2013,GU,COASTALPOPAF,_T,165990,N,,E,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A,2014,GU,COASTALPOPAF,_T,165509,N,,E,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A,2015,GU,COASTALPOPAF,_T,164934,N,,E,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A,2016,GU,COASTALPOPAF,_T,164259,N,,E,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A,2017,GU,COASTALPOPAF,_T,163521,N,,E,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A,2018,GU,COASTALPOPAF,_T,162709,N,,E,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A,2019,GU,COASTALPOPAF,_T,161839,N,,E,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A,2020,GU,COASTALPOPAF,_T,162185,N,,E,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A,2021,GU,COASTALPOPAF,_T,163760,N,,E,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A,2010,TO,COASTALPOPAF,1KM,90550,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2011,TO,COASTALPOPAF,1KM,90695,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2012,TO,COASTALPOPAF,1KM,90604,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2013,TO,COASTALPOPAF,1KM,90277,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2014,TO,COASTALPOPAF,1KM,89886,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2015,TO,COASTALPOPAF,1KM,89449,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2016,TO,COASTALPOPAF,1KM,88970,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2017,TO,COASTALPOPAF,1KM,88824,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2018,TO,COASTALPOPAF,1KM,89007,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2019,TO,COASTALPOPAF,1KM,89092,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2020,TO,COASTALPOPAF,1KM,89119,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2021,TO,COASTALPOPAF,1KM,88936,N,,E,,Percentage of coastal population based on 2011 census. GPS Houshold locations with population data attached from recent census listing.
SPC:DF_POP_COAST(2.0),A,2010,TK,COASTALPOPAF,1KM,1625,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,TK,COASTALPOPAF,1KM,1642,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,TK,COASTALPOPAF,1KM,1698,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,TK,COASTALPOPAF,1KM,1769,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,TK,COASTALPOPAF,1KM,1772,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,TK,COASTALPOPAF,1KM,1740,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,TK,COASTALPOPAF,1KM,1719,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,TK,COASTALPOPAF,1KM,1780,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,TK,COASTALPOPAF,1KM,1914,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,TK,COASTALPOPAF,1KM,2055,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,TK,COASTALPOPAF,1KM,2170,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,TK,COASTALPOPAF,1KM,2252,N,,E,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,TV,COASTALPOPAF,10KM,10656,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,TV,COASTALPOPAF,10KM,10825,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,TV,COASTALPOPAF,10KM,10974,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,TV,COASTALPOPAF,10KM,11041,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,TV,COASTALPOPAF,10KM,11027,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,TV,COASTALPOPAF,10KM,11002,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,TV,COASTALPOPAF,10KM,10973,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,TV,COASTALPOPAF,10KM,10913,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,TV,COASTALPOPAF,10KM,10793,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,TV,COASTALPOPAF,10KM,10626,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,TV,COASTALPOPAF,10KM,10446,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,TV,COASTALPOPAF,10KM,10242,N,,E,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2011,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2012,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2013,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2014,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2015,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2016,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2017,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2018,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2019,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2020,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2021,KI,COASTALPOPRF,5KM,100,PERCENT,,E,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A,2010,KI,COASTALPOPAF,_T,108736,N,,E,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A,2011,KI,COASTALPOPAF,_T,110683,N,,E,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A,2012,KI,COASTALPOPAF,_T,112323,N,,E,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A,2013,KI,COASTALPOPAF,_T,113875,N,,E,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A,2014,KI,COASTALPOPAF,_T,115359,N,,E,,Estimated mid-year population for year 2014.
